"school_recordid","year_numeric","disability","total_male_disability","total_female_disability","total_disability"
"50050","2021","Visual","6","11","17"
"49555","2021","Visual","4","2","6"
"49332","2021","Visual","0","1","1"
"49313","2021","Visual","0","6","6"
"49938","2021","Visual","1","2","3"
"48891","2021","Visual","1","2","3"
"49724","2021","Visual","0","8","8"
"49837","2021","Visual","2","2","4"
"48276","2021","Visual","1","0","1"
"49473","2021","Visual","1","0","1"
"49669","2021","Visual","1","3","4"
"49516","2021","Visual","1","15","16"
"48857","2021","Visual","1","0","1"
"48893","2021","Visual","1","0","1"
"47298","2021","Visual","4","0","4"
"50398","2021","Visual","2","2","4"
"50067","2021","Visual","0","16","16"
"49440","2021","Visual","17","14","31"
"49249","2021","Visual","0","1","1"
"49615","2021","Visual","0","5","5"
"50104","2021","Visual","4","0","4"
"48632","2021","Visual","1","0","1"
"49725","2021","Visual","10","0","10"
"50253","2021","Visual","0","1","1"
"49651","2021","Visual","1","2","3"
"49305","2021","Visual","5","5","10"
"49301","2021","Visual","9","10","19"
"49682","2021","Visual","0","1","1"
"49975","2021","Visual","5","7","12"
"48609","2021","Visual","4","6","10"
"48139","2021","Visual","1","0","1"
"50855","2021","Visual","0","1","1"
"49935","2021","Visual","0","2","2"
"49707","2021","Visual","1","5","6"
"49614","2021","Visual","2","1","3"
"49684","2021","Visual","11","7","18"
"50122","2021","Visual","1","0","1"
"48616","2021","Visual","9","11","20"
"49958","2021","Visual","3","1","4"
"50830","2021","Visual","1","0","1"
"49385","2021","Visual","0","1","1"
"49659","2021","Visual","4","4","8"
"49378","2021","Visual","0","1","1"
"49697","2021","Visual","0","1","1"
"49976","2021","Visual","7","6","13"
"46969","2021","Visual","0","1","1"
"47939","2021","Visual","3","3","6"
"50789","2021","Visual","0","1","1"
"50686","2021","Visual","1","1","2"
"49843","2021","Visual","4","1","5"
"49466","2021","Visual","7","5","12"
"49934","2021","Visual","1","0","1"
"50206","2021","Visual","0","1","1"
"46244","2021","Visual","4","2","6"
"50007","2021","Visual","5","2","7"
"50741","2021","Visual","1","1","2"
"49376","2021","Visual","1","1","2"
"49874","2021","Visual","1","0","1"
"49596","2021","Visual","5","5","10"
"50133","2021","Visual","1","0","1"
"49925","2021","Visual","0","2","2"
"46128","2021","Visual","2","1","3"
"47855","2021","Visual","5","5","10"
"51066","2021","Visual","9","1","10"
"50619","2021","Visual","2","0","2"
"50241","2021","Visual","1","0","1"
"49465","2021","Visual","1","0","1"
"50151","2021","Visual","0","1","1"
"50665","2021","Visual","0","2","2"
"45894","2021","Visual","1","3","4"
"50475","2021","Visual","0","1","1"
"48492","2021","Visual","0","2","2"
"49594","2021","Visual","4","1","5"
"49943","2021","Visual","1","0","1"
"47788","2021","Visual","18","20","38"
"48063","2021","Visual","1","1","2"
"49857","2021","Visual","2","0","2"
"46126","2021","Visual","1","1","2"
"46112","2021","Visual","6","5","11"
"48199","2021","Visual","0","1","1"
"50182","2021","Visual","1","4","5"
"50093","2021","Visual","4","0","4"
"49667","2021","Visual","9","5","14"
"48044","2021","Visual","5","5","10"
"50454","2021","Visual","3","0","3"
"45810","2021","Visual","2","0","2"
"50509","2021","Visual","2","0","2"
"51323","2021","Visual","0","1","1"
"49619","2021","Visual","1","0","1"
"50511","2021","Visual","47","44","91"
"46118","2021","Visual","6","0","6"
"48013","2021","Visual","12","8","20"
"49741","2021","Visual","1","0","1"
"44172","2021","Visual","1","1","2"
"46403","2021","Visual","0","1","1"
"51223","2021","Visual","0","1","1"
"50201","2021","Visual","1","0","1"
"50778","2021","Visual","4","6","10"
"49633","2021","Visual","1","3","4"
"48029","2021","Visual","1","0","1"
"50465","2021","Visual","1","0","1"
"44490","2021","Visual","2","0","2"
"50861","2021","Visual","0","2","2"
"51250","2021","Visual","7","3","10"
"49721","2021","Visual","3","2","5"
"50744","2021","Visual","2","2","4"
"44446","2021","Visual","0","1","1"
"47993","2021","Visual","1","0","1"
"49742","2021","Visual","1","3","4"
"44813","2021","Visual","0","3","3"
"44881","2021","Visual","2","0","2"
"51148","2021","Visual","5","3","8"
"50366","2021","Visual","5","7","12"
"50543","2021","Visual","1","2","3"
"49949","2021","Visual","7","6","13"
"47994","2021","Visual","1","1","2"
"50270","2021","Visual","1","0","1"
"44990","2021","Visual","5","0","5"
"50826","2021","Visual","2","2","4"
"51105","2021","Visual","2","2","4"
"49687","2021","Visual","4","6","10"
"50525","2021","Visual","1","0","1"
"45030","2021","Visual","37","29","66"
"47878","2021","Visual","1","1","2"
"49308","2021","Visual","4","4","8"
"44631","2021","Visual","2","0","2"
"45669","2021","Visual","6","3","9"
"51332","2021","Visual","0","1","1"
"50452","2021","Visual","3","1","4"
"50810","2021","Visual","1","1","2"
"49950","2021","Visual","16","10","26"
"48428","2021","Visual","2","3","5"
"51326","2021","Visual","16","7","23"
"43811","2021","Visual","2","1","3"
"50625","2021","Visual","1","0","1"
"51434","2021","Visual","1","1","2"
"50103","2021","Visual","1","0","1"
"50845","2021","Visual","0","1","1"
"45184","2021","Visual","1","0","1"
"48597","2021","Visual","3","2","5"
"49642","2021","Visual","0","2","2"
"43452","2021","Visual","7","6","13"
"45524","2021","Visual","0","6","6"
"52009","2021","Visual","4","0","4"
"50567","2021","Visual","2","5","7"
"50809","2021","Visual","0","3","3"
"50016","2021","Visual","4","3","7"
"48678","2021","Visual","1","0","1"
"51181","2021","Visual","0","1","1"
"43370","2021","Visual","2","2","4"
"50662","2021","Visual","10","6","16"
"51952","2021","Visual","2","0","2"
"50030","2021","Visual","6","4","10"
"50877","2021","Visual","1","0","1"
"45350","2021","Visual","0","1","1"
"50800","2021","Visual","0","2","2"
"49606","2021","Visual","0","4","4"
"43611","2021","Visual","3","1","4"
"45624","2021","Visual","3","2","5"
"52304","2021","Visual","1","0","1"
"50785","2021","Visual","1","0","1"
"51061","2021","Visual","12","15","27"
"48561","2021","Visual","11","12","23"
"50687","2021","Visual","1","1","2"
"51406","2021","Visual","0","2","2"
"43761","2021","Visual","1","1","2"
"50541","2021","Visual","1","0","1"
"52329","2021","Visual","0","3","3"
"50039","2021","Visual","0","9","9"
"51397","2021","Visual","1","0","1"
"45543","2021","Visual","0","1","1"
"50835","2021","Visual","6","3","9"
"49672","2021","Visual","1","0","1"
"43145","2021","Visual","0","1","1"
"44549","2021","Visual","0","1","1"
"52300","2021","Visual","1","0","1"
"50803","2021","Visual","0","1","1"
"51296","2021","Visual","2","3","5"
"48277","2021","Visual","3","3","6"
"50954","2021","Visual","1","4","5"
"51440","2021","Visual","4","3","7"
"43261","2021","Visual","1","0","1"
"51411","2021","Visual","8","7","15"
"53549","2021","Visual","0","1","1"
"49964","2021","Visual","4","5","9"
"51228","2021","Visual","0","1","1"
"45518","2021","Visual","2","3","5"
"51354","2021","Visual","0","1","1"
"49674","2021","Visual","0","2","2"
"43320","2021","Visual","2","1","3"
"44036","2021","Visual","1","0","1"
"53572","2021","Visual","7","10","17"
"50834","2021","Visual","1","0","1"
"51347","2021","Visual","0","4","4"
"48280","2021","Visual","1","0","1"
"50568","2021","Visual","1","0","1"
"51022","2021","Visual","0","1","1"
"42843","2021","Visual","0","1","1"
"51494","2021","Visual","6","5","11"
"53136","2021","Visual","0","1","1"
"50069","2021","Visual","1","0","1"
"52532","2021","Visual","0","1","1"
"43769","2021","Visual","2","5","7"
"50650","2021","Visual","0","1","1"
"48589","2021","Visual","1","1","2"
"42543","2021","Visual","2","2","4"
"43770","2021","Visual","1","0","1"
"53270","2021","Visual","0","2","2"
"51269","2021","Visual","1","0","1"
"52550","2021","Visual","5","4","9"
"48129","2021","Visual","2","1","3"
"50652","2021","Visual","1","1","2"
"50840","2021","Visual","1","1","2"
"42432","2021","Visual","1","0","1"
"51495","2021","Visual","1","1","2"
"52686","2021","Visual","0","1","1"
"50689","2021","Visual","6","10","16"
"52565","2021","Visual","1","0","1"
"43812","2021","Visual","1","2","3"
"50536","2021","Visual","1","2","3"
"48554","2021","Visual","3","2","5"
"42400","2021","Visual","1","1","2"
"43779","2021","Visual","1","0","1"
"52636","2021","Visual","1","1","2"
"51353","2021","Visual","0","1","1"
"51865","2021","Visual","0","1","1"
"48581","2021","Visual","7","7","14"
"50283","2021","Visual","0","1","1"
"50899","2021","Visual","1","0","1"
"42391","2021","Visual","0","1","1"
"51496","2021","Visual","5","2","7"
"53061","2021","Visual","0","1","1"
"50748","2021","Visual","1","1","2"
"51464","2021","Visual","2","0","2"
"43819","2021","Visual","5","6","11"
"50485","2021","Visual","3","2","5"
"48405","2021","Visual","1","0","1"
"41923","2021","Visual","3","0","3"
"43829","2021","Visual","0","1","1"
"52377","2021","Visual","1","0","1"
"51405","2021","Visual","2","0","2"
"51629","2021","Visual","2","1","3"
"50519","2021","Visual","0","2","2"
"50066","2021","Visual","7","4","11"
"51535","2021","Visual","3","1","4"
"41930","2021","Visual","1","0","1"
"51612","2021","Visual","1","1","2"
"52411","2021","Visual","1","0","1"
"50680","2021","Visual","9","0","9"
"53302","2021","Visual","1","0","1"
"43928","2021","Visual","5","1","6"
"52021","2021","Visual","1","2","3"
"47836","2021","Visual","1","0","1"
"42125","2021","Visual","4","5","9"
"43820","2021","Visual","3","1","4"
"52504","2021","Visual","1","0","1"
"49631","2021","Visual","0","1","1"
"53134","2021","Visual","1","0","1"
"50566","2021","Visual","1","0","1"
"52106","2021","Visual","1","0","1"
"51376","2021","Visual","1","0","1"
"42266","2021","Visual","10","21","31"
"51697","2021","Visual","1","1","2"
"53958","2021","Visual","2","1","3"
"50505","2021","Visual","9","0","9"
"53232","2021","Visual","2","1","3"
"43560","2021","Visual","3","2","5"
"52273","2021","Visual","3","0","3"
"47804","2021","Visual","3","1","4"
"41596","2021","Visual","9","10","19"
"43979","2021","Visual","1","0","1"
"54181","2021","Visual","0","1","1"
"49634","2021","Visual","1","1","2"
"53583","2021","Visual","2","2","4"
"50651","2021","Visual","0","1","1"
"52288","2021","Visual","2","0","2"
"51685","2021","Visual","4","1","5"
"41641","2021","Visual","5","5","10"
"51161","2021","Visual","1","0","1"
"54451","2021","Visual","3","3","6"
"50512","2021","Visual","1","0","1"
"54053","2021","Visual","1","0","1"
"43637","2021","Visual","0","5","5"
"52291","2021","Visual","1","0","1"
"50042","2021","Visual","1","2","3"
"41680","2021","Visual","0","55","55"
"43938","2021","Visual","1","1","2"
"54456","2021","Visual","1","0","1"
"49550","2021","Visual","4","7","11"
"53787","2021","Visual","1","2","3"
"50653","2021","Visual","7","6","13"
"52323","2021","Visual","2","1","3"
"51894","2021","Visual","0","1","1"
"41750","2021","Visual","0","1","1"
"51162","2021","Visual","1","0","1"
"54476","2021","Visual","1","0","1"
"50587","2021","Visual","3","0","3"
"53885","2021","Visual","3","3","6"
"43378","2021","Visual","3","3","6"
"52088","2021","Visual","2","2","4"
"50209","2021","Visual","0","2","2"
"40194","2021","Visual","2","2","4"
"43927","2021","Visual","7","2","9"
"54531","2021","Visual","0","1","1"
"49584","2021","Visual","0","1","1"
"54118","2021","Visual","4","4","8"
"50152","2021","Visual","4","2","6"
"52371","2021","Visual","3","7","10"
"52033","2021","Visual","3","1","4"
"40362","2021","Visual","5","4","9"
"51229","2021","Visual","2","0","2"
"54297","2021","Visual","2","0","2"
"50612","2021","Visual","0","2","2"
"54151","2021","Visual","0","1","1"
"43369","2021","Visual","0","1","1"
"52372","2021","Visual","1","0","1"
"50090","2021","Visual","6","9","15"
"40478","2021","Visual","2","1","3"
"43679","2021","Visual","2","0","2"
"54242","2021","Visual","2","0","2"
"49413","2021","Visual","1","0","1"
"54990","2021","Visual","0","2","2"
"50216","2021","Visual","7","6","13"
"52375","2021","Visual","0","6","6"
"52594","2021","Visual","1","5","6"
"41198","2021","Visual","7","6","13"
"51245","2021","Visual","5","4","9"
"54633","2021","Visual","1","2","3"
"48097","2021","Visual","1","2","3"
"54556","2021","Visual","3","9","12"
"43228","2021","Visual","0","1","1"
"52556","2021","Visual","1","4","5"
"50392","2021","Visual","3","1","4"
"41180","2021","Visual","1","0","1"
"43663","2021","Visual","0","1","1"
"54749","2021","Visual","1","1","2"
"49383","2021","Visual","1","1","2"
"54536","2021","Visual","1","1","2"
"50048","2021","Visual","4","6","10"
"52624","2021","Visual","1","1","2"
"52326","2021","Visual","0","1","1"
"39983","2021","Visual","1","0","1"
"51311","2021","Visual","2","1","3"
"54917","2021","Visual","3","0","3"
"48122","2021","Visual","2","0","2"
"54453","2021","Visual","1","2","3"
"43253","2021","Visual","1","2","3"
"52889","2021","Visual","1","0","1"
"50912","2021","Visual","1","0","1"
"40028","2021","Visual","0","1","1"
"43654","2021","Visual","1","0","1"
"55344","2021","Visual","1","0","1"
"49264","2021","Visual","0","1","1"
"55137","2021","Visual","0","1","1"
"50299","2021","Visual","2","0","2"
"53140","2021","Visual","1","0","1"
"53030","2021","Visual","1","0","1"
"39783","2021","Visual","2","0","2"
"51396","2021","Visual","0","1","1"
"47999","2021","Visual","1","3","4"
"47395","2021","Visual","2","1","3"
"55622","2021","Visual","3","0","3"
"43267","2021","Visual","2","0","2"
"53424","2021","Visual","1","1","2"
"51313","2021","Visual","3","1","4"
"39860","2021","Visual","1","0","1"
"43579","2021","Visual","3","2","5"
"47847","2021","Visual","1","0","1"
"49130","2021","Visual","1","1","2"
"55641","2021","Visual","1","1","2"
"50667","2021","Visual","1","1","2"
"53561","2021","Visual","1","1","2"
"52844","2021","Visual","1","0","1"
"39467","2021","Visual","2","0","2"
"52162","2021","Visual","1","2","3"
"48142","2021","Visual","3","0","3"
"47213","2021","Visual","4","5","9"
"48137","2021","Visual","2","0","2"
"43269","2021","Visual","1","0","1"
"54096","2021","Visual","2","0","2"
"50611","2021","Visual","1","1","2"
"39392","2021","Visual","2","1","3"
"43461","2021","Visual","2","3","5"
"47824","2021","Visual","2","0","2"
"48529","2021","Visual","0","1","1"
"47904","2021","Visual","2","5","7"
"50670","2021","Visual","0","1","1"
"53892","2021","Visual","1","1","2"
"53228","2021","Visual","4","0","4"
"39365","2021","Visual","0","2","2"
"52163","2021","Visual","0","1","1"
"47365","2021","Visual","2","0","2"
"46304","2021","Visual","2","0","2"
"48002","2021","Visual","1","1","2"
"43153","2021","Visual","1","0","1"
"54226","2021","Visual","5","8","13"
"51428","2021","Visual","3","0","3"
"39442","2021","Visual","2","6","8"
"43470","2021","Visual","4","2","6"
"45941","2021","Visual","7","7","14"
"48378","2021","Visual","6","5","11"
"48071","2021","Visual","0","1","1"
"50786","2021","Visual","0","1","1"
"54210","2021","Visual","2","0","2"
"53239","2021","Visual","1","1","2"
"39644","2021","Visual","1","0","1"
"52049","2021","Visual","9","8","17"
"45343","2021","Visual","2","2","4"
"46025","2021","Visual","1","0","1"
"47301","2021","Visual","4","5","9"
"41915","2021","Visual","1","1","2"
"54394","2021","Visual","0","3","3"
"51444","2021","Visual","8","3","11"
"39649","2021","Visual","2","0","2"
"43143","2021","Visual","1","0","1"
"45416","2021","Visual","2","2","4"
"48427","2021","Visual","1","0","1"
"47201","2021","Visual","2","1","3"
"51588","2021","Visual","1","2","3"
"54427","2021","Visual","1","0","1"
"53562","2021","Visual","7","3","10"
"39524","2021","Visual","4","0","4"
"51761","2021","Visual","1","0","1"
"45693","2021","Visual","1","0","1"
"45886","2021","Visual","8","5","13"
"45712","2021","Visual","2","0","2"
"41874","2021","Visual","1","0","1"
"54477","2021","Visual","0","1","1"
"51544","2021","Visual","1","0","1"
"39560","2021","Visual","1","1","2"
"43084","2021","Visual","0","1","1"
"44507","2021","Visual","4","2","6"
"48497","2021","Visual","0","1","1"
"45779","2021","Visual","1","1","2"
"51435","2021","Visual","1","2","3"
"54663","2021","Visual","1","0","1"
"53612","2021","Visual","0","2","2"
